0,100,100,0,3000,2000,40000,45000
10,100,103,10,3029.0,2011.0,39960.0,45000.0
20,100,118,20,3047.0,2027.0,39926.0,45000.0
30,100,121,30,3011.0,1959.0,40030.0,45000.0
40,98,127,40,2951.0,1887.0,40162.0,45000.0
50,91,128,50,2847.0,1809.0,40344.0,45000.0
60,88,129,60,2814.0,1702.0,40484.0,45000.0
70,82,128,70,2748.0,1768.0,40484.0,45000.0
80,78,127,80,2667.0,1659.0,40674.0,45000.0
90,74,124,90,2651.0,1571.0,40778.0,45000.0
100,72,122,100,2592.0,1599.0,40809.0,45000.0
110,68,119,110,2499.0,1480.0,41021.0,45000.0
120,62,116,120,2457.0,1401.0,41142.0,45000.0
130,58,117,130,2428.0,1344.0,41228.0,45000.0
140,56,114,140,2387.0,1249.0,41364.0,45000.0
150,54,113,150,2358.0,1208.0,41434.0,45000.0
160,51,112,160,2331.0,1180.0,41489.0,45000.0
170,48,111,170,2305.0,1151.0,41544.0,45000.0
180,47,111,180,2296.0,1181.0,41523.0,45000.0
190,44,113,190,2270.0,1150.0,41580.0,45000.0
200,43,111,200,2226.0,1098.0,41676.0,45000.0
210,41,113,210,2184.0,1092.0,41724.0,45000.0
220,35,113,220,2075.0,1071.0,41854.0,45000.0
230,32,109,230,2092.0,1032.0,41876.0,45000.0
240,28,110,240,2048.0,1018.0,41934.0,45000.0
250,27,114,250,2044.0,1008.0,41948.0,45000.0
260,26,114,260,2076.0,1008.0,41916.0,45000.0
270,25,112,270,2039.0,851.0,42110.0,45000.0
280,24,105,280,2040.0,777.0,42183.0,45000.0
290,22,100,290,2015.0,699.0,42286.0,45000.0
300,22,97,300,2028.0,690.0,42282.0,45000.0
310,21,101,310,2011.0,718.0,42271.0,45000.0
320,21,94,320,2020.0,602.0,42378.0,45000.0
330,20,93,330,2000.0,554.0,42446.0,45000.0
340,18,95,340,2025.0,604.0,42371.0,45000.0
350,18,96,350,2038.0,659.0,42303.0,45000.0
360,17,101,360,2008.0,665.0,42327.0,45000.0
370,17,102,370,2036.0,629.0,42335.0,45000.0
380,16,105,380,2063.0,663.0,42274.0,45000.0
390,14,101,390,2042.0,552.0,42406.0,45000.0
400,12,98,400,1996.0,518.0,42486.0,45000.0
410,11,101,410,1990.0,557.0,42453.0,45000.0
420,11,100,420,2007.0,519.0,42474.0,45000.0
430,9,95,430,1984.0,437.0,42579.0,45000.0
440,8,94,440,1968.0,364.0,42668.0,45000.0
450,7,94,450,1976.0,332.0,42692.0,45000.0
460,7,97,460,1978.0,298.0,42724.0,45000.0
470,7,95,470,1970.0,322.0,42708.0,45000.0
480,7,93,480,1958.0,380.0,42662.0,45000.0
490,7,90,490,1951.0,364.0,42685.0,45000.0
500,7,97,500,1953.0,307.0,42740.0,45000.0
